period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2012-06-30,2012-10-31,10-K,2012,FY,,,,,,,35023000000.0,,8824000000.0,,,940692000.0,,,,,,0.2519487194129572,,,
2012-06-30,2013-07-24,10-Q,2013,Q3,,,,,,,35023000000.0,11573000000.0,8824000000.0,,7945000000.0,908497000.0,,,,,,0.2519487194129572,,,
2012-06-30,2013-10-30,10-K,2013,FY,,,,,,,35023000000.0,,8824000000.0,,,899738000.0,,,,,,0.2519487194129572,,,
2012-07-13,2012-07-25,10-Q,2012,Q3,,,,,,,,,,,,937406000.0,,,,,,,,,
2012-09-29,2012-10-31,10-K,2012,FY,57653000000.0,38542000000.0,57653000000.0,38542000000.0,,,35966000000.0,55241000000.0,8223000000.0,118210000000.0,10746000000.0,940692000.0,,38542000000.0,38542000000.0,0.6685168161240526,1.4958486845519174,0.2286325974531502,0.1426291780132864,,0.18639099439751616
2012-09-29,2013-01-24,10-Q,2013,Q1,57653000000.0,38542000000.0,57653000000.0,38542000000.0,,,,,,118210000000.0,10746000000.0,939058000.0,,38542000000.0,38542000000.0,0.6685168161240526,1.4958486845519174,,,,0.18639099439751616
2012-09-29,2013-04-24,10-Q,2013,Q2,57653000000.0,38542000000.0,57653000000.0,38542000000.0,,,,,,118210000000.0,10746000000.0,938649000.0,,38542000000.0,38542000000.0,0.6685168161240526,1.4958486845519174,,,,0.18639099439751616
2012-09-29,2013-07-24,10-Q,2013,Q3,57653000000.0,38542000000.0,57653000000.0,38542000000.0,0.0,,,,,118210000000.0,10746000000.0,908497000.0,,38542000000.0,38542000000.0,0.6685168161240526,1.4958486845519174,,,,0.18639099439751616
2012-09-29,2013-10-30,10-K,2013,FY,57653000000.0,38542000000.0,57653000000.0,38542000000.0,0.0,,35966000000.0,55241000000.0,8223000000.0,118210000000.0,10746000000.0,899738000.0,0.0,38542000000.0,38542000000.0,0.6685168161240526,1.4958486845519174,0.2286325974531502,0.1426291780132864,inf,0.18639099439751616
2012-09-29,2014-01-28,10-Q,2014,Q1,,,,,,,,,,,10746000000.0,891989000.0,,,,,,,,,
2012-09-29,2014-04-24,10-Q,2014,Q2,,,,,,,,,,,10746000000.0,861381000.0,,,,,,,,,
2012-09-29,2014-07-23,10-Q,2014,Q3,,,,,,,,,,,10746000000.0,5987867000.0,,,,,,,,,
2012-09-29,2014-10-27,10-K,2014,FY,,,,,,,156508000000.0,55241000000.0,41733000000.0,118210000000.0,10746000000.0,5864840000.0,0.0,,,,,0.26665090602397323,,inf,
2012-09-29,2015-10-28,10-K,2015,FY,,,,,,,,,,118210000000.0,10746000000.0,5575331000.0,,,,,,,,,
2012-10-19,2012-10-31,10-K,2012,FY,,,,,,,,,,,,940692000.0,,,,,,,,,
2012-12-29,2013-01-24,10-Q,2013,Q1,72348000000.0,46879000000.0,72348000000.0,46879000000.0,,,54512000000.0,17210000000.0,13078000000.0,127346000000.0,16154000000.0,939058000.0,,46879000000.0,46879000000.0,0.6479653895062752,1.543292305723245,0.2399104784267684,0.18076519046829215,,0.22328191518770388
2012-12-29,2013-10-30,10-K,2013,FY,,,,,,,54512000000.0,,13078000000.0,,,899738000.0,,,,,,0.2399104784267684,,,
2012-12-29,2014-01-28,10-Q,2014,Q1,,,,,,,54512000000.0,17210000000.0,13078000000.0,,16154000000.0,891989000.0,0.0,,,,,0.2399104784267684,,inf,
2012-12-29,2014-10-27,10-K,2014,FY,,,,,,,54512000000.0,,13078000000.0,,,5864840000.0,,,,,,0.2399104784267684,,,
2013-01-11,2013-01-24,10-Q,2013,Q1,,,,,,,,,,,,939058000.0,,,,,,,,,
2013-03-30,2013-04-24,10-Q,2013,Q2,63337000000.0,35508000000.0,63337000000.0,35508000000.0,,,43603000000.0,12558000000.0,9547000000.0,135490000000.0,12053000000.0,938649000.0,,35508000000.0,35508000000.0,0.5606201746214693,1.7837388757463106,0.2189528243469486,0.15073337859387087,,0.19029950897579614
2013-03-30,2013-10-30,10-K,2013,FY,,,,,,,43603000000.0,,9547000000.0,,,899738000.0,,,,,,0.2189528243469486,,,
2013-03-30,2014-04-24,10-Q,2014,Q2,,,,,,,43603000000.0,12558000000.0,9547000000.0,,12053000000.0,861381000.0,0.0,,,,,0.2189528243469486,,inf,
2013-03-30,2014-10-27,10-K,2014,FY,,,,,,,43603000000.0,,9547000000.0,,,5864840000.0,,,,,,0.2189528243469486,,,
2013-04-12,2013-04-24,10-Q,2013,Q2,,,,,,,,,,,,938649000.0,,,,,,,,,
2013-06-29,2013-07-24,10-Q,2013,Q3,68219000000.0,36319000000.0,68219000000.0,36319000000.0,16958000000.0,,35323000000.0,9201000000.0,6900000000.0,123354000000.0,11248000000.0,908497000.0,,44798000000.0,53277000000.0,0.5323883375599173,1.8783281478014262,0.19534014664666083,0.101144842345974,,0.16488075169674138
2013-06-29,2013-10-30,10-K,2013,FY,,,,,,,35323000000.0,,6900000000.0,,,899738000.0,,,,,,0.19534014664666083,,,
2013-06-29,2014-07-23,10-Q,2014,Q3,,,,,,,35323000000.0,9201000000.0,6900000000.0,,11248000000.0,5987867000.0,53000000.0,,,,,0.19534014664666083,,173.60377358490567,
2013-06-29,2014-10-27,10-K,2014,FY,,,,,,,35323000000.0,,6900000000.0,,,5864840000.0,,,,,,0.19534014664666083,,,
2013-07-12,2013-07-24,10-Q,2013,Q3,,,,,,,,,,,,908497000.0,,,,,,,,,
2013-09-28,2013-10-30,10-K,2013,FY,73286000000.0,43658000000.0,73286000000.0,43658000000.0,16960000000.0,,37472000000.0,48999000000.0,7512000000.0,123549000000.0,14259000000.0,899738000.0,136000000.0,52138000000.0,60618000000.0,0.595720874382556,1.6786385084062485,0.20046968403074295,0.1025025243566302,360.2867647058824,0.19456649291815625
2013-09-28,2014-01-28,10-Q,2014,Q1,73286000000.0,43658000000.0,73286000000.0,43658000000.0,16960000000.0,,,,,123549000000.0,14259000000.0,891989000.0,,52138000000.0,60618000000.0,0.595720874382556,1.6786385084062485,,,,0.19456649291815625
2013-09-28,2014-04-24,10-Q,2014,Q2,73286000000.0,43658000000.0,73286000000.0,43658000000.0,16960000000.0,,,,,123549000000.0,14259000000.0,861381000.0,,52138000000.0,60618000000.0,0.595720874382556,1.6786385084062485,,,,0.19456649291815625
2013-09-28,2014-07-23,10-Q,2014,Q3,73286000000.0,43658000000.0,73286000000.0,43658000000.0,16960000000.0,,,,,123549000000.0,14259000000.0,5987867000.0,,52138000000.0,60618000000.0,0.595720874382556,1.6786385084062485,,,,0.19456649291815625
2013-09-28,2014-10-27,10-K,2014,FY,73286000000.0,43658000000.0,73286000000.0,43658000000.0,16960000000.0,,37472000000.0,48999000000.0,7512000000.0,123549000000.0,14259000000.0,5864840000.0,136000000.0,52138000000.0,60618000000.0,0.595720874382556,1.6786385084062485,0.20046968403074295,0.1025025243566302,360.2867647058824,0.19456649291815625
2013-09-28,2015-01-28,10-Q,2015,Q1,,,,,,,,,,,14259000000.0,5824748000.0,,,,,,,,,
2013-09-28,2015-04-28,10-Q,2015,Q2,,,,,,,,,,,14259000000.0,5761030000.0,,,,,,,,,
2013-09-28,2015-07-22,10-Q,2015,Q3,,,,,,,,,,,14259000000.0,5702722000.0,,,,,,,,,
2013-09-28,2015-10-28,10-K,2015,FY,,,,,,,170910000000.0,48999000000.0,37037000000.0,123549000000.0,14259000000.0,5575331000.0,136000000.0,,,,,0.21670469837926393,,360.2867647058824,
2013-09-28,2016-10-26,10-K,2016,FY,,,,,,,,,,123549000000.0,14259000000.0,5332313000.0,,,,,,,,,
2013-10-18,2013-10-30,10-K,2013,FY,,,,,,,,,,,,899738000.0,,,,,,,,,
2013-12-28,2014-01-28,10-Q,2014,Q1,80347000000.0,53769000000.0,80347000000.0,53769000000.0,16961000000.0,,57594000000.0,17463000000.0,13072000000.0,129684000000.0,14077000000.0,891989000.0,84000000.0,62249500000.0,70730000000.0,0.6692098024817354,1.4942996894121148,0.2269680869535021,0.16269431341556,207.89285714285714,0.1752025589007679
2013-12-28,2014-10-27,10-K,2014,FY,,,,,,,57594000000.0,,13072000000.0,,,5864840000.0,,,,,,0.2269680869535021,,,
2013-12-28,2015-01-28,10-Q,2015,Q1,,,,,,,57594000000.0,17463000000.0,13072000000.0,,14077000000.0,5824748000.0,84000000.0,,,,,0.2269680869535021,,207.89285714285714,
2013-12-28,2015-10-28,10-K,2015,FY,,,,,,,57594000000.0,,13072000000.0,,,5575331000.0,,,,,,0.2269680869535021,,,
2014-01-10,2014-01-28,10-Q,2014,Q1,,,,,,,,,,,,891989000.0,,,,,,,,,
2014-03-29,2014-04-24,10-Q,2014,Q2,70541000000.0,43208000000.0,70541000000.0,43208000000.0,16962000000.0,,45646000000.0,13593000000.0,10223000000.0,120179000000.0,18949000000.0,861381000.0,85000000.0,51689000000.0,60170000000.0,0.6125232134503339,1.632591186817256,0.22396266923717303,0.14492281084759218,159.91764705882352,0.26862392084036235
2014-03-29,2014-10-27,10-K,2014,FY,,,,,,,45646000000.0,,10223000000.0,,,5864840000.0,,,,,,0.22396266923717303,,,
2014-03-29,2015-04-28,10-Q,2015,Q2,,,,,,,45646000000.0,13593000000.0,10223000000.0,,18949000000.0,5761030000.0,85000000.0,,,,,0.22396266923717303,,159.91764705882352,
